time_stats.all_reduce.min,time_stats.all_reduce.max,time_stats.all_reduce.mean,time_stats.all_reduce.median,time_stats.all_reduce.std,rank,num_workers,size,collective,devices_per_node,max_devices_per_node,link_type,devices
0.0563200004398822,0.0645119994878768,0.0602112002670764,0.0593920014798641,0.002925128405328,0,2,95232,all_reduce,2,8,NODE,0-2
0.0573440007865428,0.0665600001811981,0.0608256004750728,0.0593920014798641,0.0031461968599538,0,2,99328,all_reduce,2,8,NODE,0-2
0.0583680011332035,0.0655359998345375,0.0606208011507988,0.0593920014798641,0.0025415005821642,0,2,103424,all_reduce,2,8,NODE,0-2
0.0573440007865428,0.0788479968905448,0.0665600001811981,0.0665600001811981,0.0081148354773534,0,2,107520,all_reduce,2,8,NODE,0-2
0.0583680011332035,0.0655359998345375,0.0616448000073432,0.061439998447895,0.002622719004697,0,2,111616,all_reduce,2,8,NODE,0-2
0.0573440007865428,0.0665600001811981,0.0616448007524013,0.0604160018265247,0.0033900426464121,0,2,115712,all_reduce,2,8,NODE,0-2
0.0583680011332035,0.0645119994878768,0.0610304005444049,0.0604160018265247,0.0020066212318003,0,2,119808,all_reduce,2,8,NODE,0-2
0.0573440007865428,0.0645119994878768,0.0598016001284122,0.0583680011332035,0.0027930988635673,0,2,123904,all_reduce,2,8,NODE,0-2
0.0593920014798641,0.0778239965438842,0.0653311990201473,0.0634879991412162,0.0064892830567398,0,2,128000,all_reduce,2,8,NODE,0-2
0.0563200004398822,0.0645119994878768,0.059392000734806,0.0593920014798641,0.0030376746728809,0,2,132096,all_reduce,2,8,NODE,0-2
0.0563200004398822,0.0634879991412162,0.0589824005961418,0.0583680011332035,0.0024746072965837,0,2,136192,all_reduce,2,8,NODE,0-2
0.0552960000932216,0.0655359998345375,0.0585728004574775,0.0573440007865428,0.0036290650450402,0,2,140288,all_reduce,2,8,NODE,0-2
0.0563200004398822,0.26214399933815,0.0997376002371311,0.0604160018265247,0.0812222439674072,0,2,144384,all_reduce,2,8,NODE,0-2
0.0593920014798641,0.0634879991412162,0.0616448000073432,0.061439998447895,0.0016383989714088,0,2,148480,all_reduce,2,8,NODE,0-2
0.0573440007865428,0.0645119994878768,0.0608255997300148,0.061439998447895,0.0023883571713565,0,2,152576,all_reduce,2,8,NODE,0-2
0.0573440007865428,0.0655359998345375,0.0602112010121345,0.0593920014798641,0.0027780418734681,0,2,156672,all_reduce,2,8,NODE,0-2
0.0583680011332035,0.0645119994878768,0.0610304005444049,0.0604160018265247,0.0022057625914865,0,2,160768,all_reduce,2,8,NODE,0-2
0.0583680011332035,0.0655359998345375,0.0614399999380111,0.061439998447895,0.0025082768249083,0,2,164864,all_reduce,2,8,NODE,0-2
0.0583680011332035,0.0645119994878768,0.0614400006830692,0.0604160018265247,0.0025905369691393,0,2,168960,all_reduce,2,8,NODE,0-2
0.0583680011332035,0.0645119994878768,0.0608256004750728,0.0604160018265247,0.00238835704358,0,2,173056,all_reduce,2,8,NODE,0-2
0.0573440007865428,0.0655359998345375,0.0610304005444049,0.0604160018265247,0.002793098972828,0,2,177152,all_reduce,2,8,NODE,0-2
0.0552960000932216,0.0665600001811981,0.0602112002670764,0.0593920014798641,0.004266529894617,0,2,181248,all_reduce,2,8,NODE,0-2
0.054271999746561,0.0645119994878768,0.0589824005961418,0.0604160018265247,0.003754046182738,0,2,185344,all_reduce,2,8,NODE,0-2
0.0593920014798641,0.0706560015678405,0.0638976007699966,0.0645119994878768,0.0042270242145037,0,2,189440,all_reduce,2,8,NODE,0-2
0.0583680011332035,0.0675840005278587,0.0616448007524013,0.0604160018265247,0.003132837285962,0,2,193536,all_reduce,2,8,NODE,0-2
0.054271999746561,0.0604160018265247,0.0569344006478786,0.0563200004398822,0.0022057642517321,0,2,197632,all_reduce,2,8,NODE,0-2
0.0552960000932216,0.0604160018265247,0.0579584009945392,0.0573440007865428,0.002108545766692,0,2,201728,all_reduce,2,8,NODE,0-2
0.0573440007865428,0.061439998447895,0.0591872006654739,0.0593920014798641,0.001358488738488,0,2,205824,all_reduce,2,8,NODE,0-2
0.0583680011332035,0.0645119994878768,0.0608256004750728,0.0604160018265247,0.0021085442469971,0,2,209920,all_reduce,2,8,NODE,0-2
0.0593920014798641,0.0655359998345375,0.061030401289463,0.0604160018265247,0.002298873616434,0,2,214016,all_reduce,2,8,NODE,0-2
0.0532479993999004,0.061439998447895,0.0571391999721527,0.0573440007865428,0.0026227193537725,0,2,218112,all_reduce,2,8,NODE,0-2
0.0563200004398822,0.0604160018265247,0.0573440007865428,0.0563200004398822,0.0015863745156508,0,2,222208,all_reduce,2,8,NODE,0-2
0.0563200004398822,0.0686080008745193,0.0614400006830692,0.0604160018265247,0.0040959998965264,0,2,226304,all_reduce,2,8,NODE,0-2
0.0593920014798641,0.0665600001811981,0.0624640002846717,0.0624639987945556,0.0025082768249083,0,2,230400,all_reduce,2,8,NODE,0-2
0.0604160018265247,0.0665600001811981,0.062873600423336,0.061439998447895,0.0026386629246501,0,2,234496,all_reduce,2,8,NODE,0-2
0.0593920014798641,0.061439998447895,0.0600064009428024,0.0593920014798641,0.0008191989734772,0,2,238592,all_reduce,2,8,NODE,0-2
0.0563200004398822,0.061439998447895,0.0589824005961418,0.0593920014798641,0.0016638025280028,0,2,242688,all_reduce,2,8,NODE,0-2
0.0583680011332035,0.0624639987945556,0.0608255997300148,0.061439998447895,0.0016638018860305,0,2,246784,all_reduce,2,8,NODE,0-2
0.0604160018265247,0.0655359998345375,0.0622592002153396,0.061439998447895,0.0019856089585542,0,2,250880,all_reduce,2,8,NODE,0-2
0.0604160018265247,0.0655359998345375,0.06307839974761,0.0634879991412162,0.0016638024362925,0,2,254976,all_reduce,2,8,NODE,0-2
0.0593920014798641,0.0634879991412162,0.0616448000073432,0.0624639987945556,0.0015049652838285,0,2,259072,all_reduce,2,8,NODE,0-2
0.0634879991412162,0.0675840005278587,0.0653311997652053,0.0655359998345375,0.0013584899740268,0,2,263168,all_reduce,2,8,NODE,0-2
0.0634879991412162,0.0706560015678405,0.0667648002505302,0.0655359998345375,0.002852534884852,0,2,267264,all_reduce,2,8,NODE,0-2
0.0696320012211799,0.0778239965438842,0.0724992007017135,0.0716800019145011,0.0028525321032655,0,2,271360,all_reduce,2,8,NODE,0-2
0.0675840005278587,0.0778239965438842,0.0722944006323814,0.0727040022611618,0.0035235112837126,0,2,275456,all_reduce,2,8,NODE,0-2
0.0624639987945556,0.0778239965438842,0.0677887991070747,0.0665600001811981,0.0054724145428923,0,2,279552,all_reduce,2,8,NODE,0-2
0.0655359998345375,0.0757760033011436,0.0686080008745193,0.0675840005278587,0.0036635750145863,0,2,283648,all_reduce,2,8,NODE,0-2
0.061439998447895,0.0778239965438842,0.0692223995923995,0.0665600001811981,0.0058143002583611,0,2,287744,all_reduce,2,8,NODE,0-2
0.061439998447895,0.0768000036478042,0.0679936006665229,0.0675840005278587,0.0050415770795908,0,2,291840,all_reduce,2,8,NODE,0-2
0.0604160018265247,0.0768000036478042,0.0673792012035846,0.0665600001811981,0.0053169180663775,0,2,295936,all_reduce,2,8,NODE,0-2
0.0604160018265247,0.0757760033011436,0.0669696010649204,0.0675840005278587,0.0053640409353122,0,2,300032,all_reduce,2,8,NODE,0-2
0.0665600001811981,0.0778239965438842,0.0718848004937171,0.0716800019145011,0.0036290640359352,0,2,304128,all_reduce,2,8,NODE,0-2
0.0655359998345375,0.0798719972372055,0.0724992007017135,0.0727040022611618,0.0046431363520948,0,2,308224,all_reduce,2,8,NODE,0-2
0.0645119994878768,0.0808959975838661,0.0702463999390602,0.0675840005278587,0.0060268288091473,0,2,312320,all_reduce,2,8,NODE,0-2
0.0634879991412162,0.0778239965438842,0.0688127994537353,0.0686080008745193,0.0049066581708161,0,2,316416,all_reduce,2,8,NODE,0-2
0.0604160018265247,0.0788479968905448,0.0677887998521327,0.0675840005278587,0.0061234842371719,0,2,320512,all_reduce,2,8,NODE,0-2
0.0634879991412162,0.0788479968905448,0.0686079993844032,0.0665600001811981,0.0053796548845948,0,2,324608,all_reduce,2,8,NODE,0-2
0.0624639987945556,0.0778239965438842,0.0686079993844032,0.0675840005278587,0.0050581858662201,0,2,328704,all_reduce,2,8,NODE,0-2
0.061439998447895,0.0788479968905448,0.0679935991764068,0.0665600001811981,0.0057781182141355,0,2,332800,all_reduce,2,8,NODE,0-2
0.061439998447895,0.0788479968905448,0.0686079993844032,0.0675840005278587,0.0057926180783109,0,2,336896,all_reduce,2,8,NODE,0-2
0.0634879991412162,0.0778239965438842,0.0675839990377426,0.0665600001811981,0.0053011154778382,0,2,340992,all_reduce,2,8,NODE,0-2
0.0624639987945556,0.0778239965438842,0.0681983992457389,0.0675840005278587,0.0051648584506146,0,2,345088,all_reduce,2,8,NODE,0-2
0.0655359998345375,0.0788479968905448,0.070041599869728,0.0686080008745193,0.0046068607928278,0,2,349184,all_reduce,2,8,NODE,0-2
0.0634879991412162,0.0788479968905448,0.0694271996617317,0.0686080008745193,0.0050747429413194,0,2,353280,all_reduce,2,8,NODE,0-2
0.0624639987945556,0.0798719972372055,0.0692223995923995,0.0675840005278587,0.0057417088068703,0,2,357376,all_reduce,2,8,NODE,0-2
0.0624639987945556,0.0788479968905448,0.0677887991070747,0.0655359998345375,0.0057708546463566,0,2,361472,all_reduce,2,8,NODE,0-2
0.0634879991412162,0.0819199979305267,0.0729087993502616,0.074752002954483,0.0072523488068336,0,2,365568,all_reduce,2,8,NODE,0-2
0.061439998447895,0.0819199979305267,0.0694271996617317,0.0665600001811981,0.0068966225308033,0,2,369664,all_reduce,2,8,NODE,0-2
0.061439998447895,0.0808959975838661,0.0684031993150711,0.0675840005278587,0.0066489064409502,0,2,373760,all_reduce,2,8,NODE,0-2
0.061439998447895,0.0808959975838661,0.0688127994537353,0.0675840005278587,0.0065215209380385,0,2,377856,all_reduce,2,8,NODE,0-2
0.061439998447895,0.0808959975838661,0.0677887991070747,0.0655359998345375,0.0067738967932344,0,2,381952,all_reduce,2,8,NODE,0-2
0.0604160018265247,0.0808959975838661,0.071475201100111,0.074752002954483,0.0074238229585495,0,2,386048,all_reduce,2,8,NODE,0-2
0.061439998447895,0.0808959975838661,0.0669695988297462,0.0645119994878768,0.0071121936830073,0,2,390144,all_reduce,2,8,NODE,0-2
0.0624639987945556,0.0819199979305267,0.0686079993844032,0.0665600001811981,0.0068232518823076,0,2,394240,all_reduce,2,8,NODE,0-2
0.0634879991412162,0.0808959975838661,0.0688127994537353,0.0665600001811981,0.0061916014491753,0,2,398336,all_reduce,2,8,NODE,0-2
0.0604160018265247,0.0819199979305267,0.0679935999214649,0.0665600001811981,0.0074011887243165,0,2,402432,all_reduce,2,8,NODE,0-2
0.0634879991412162,0.0819199979305267,0.0702463999390602,0.0665600001811981,0.0067800861480257,0,2,406528,all_reduce,2,8,NODE,0-2
0.0634879991412162,0.0829439982771873,0.0696319997310638,0.0655359998345375,0.0072407731510658,0,2,410624,all_reduce,2,8,NODE,0-2
0.0624639987945556,0.0829439982771873,0.0692223995923995,0.0686080008745193,0.0073156896040532,0,2,414720,all_reduce,2,8,NODE,0-2
0.0604160018265247,0.0829439982771873,0.068198399990797,0.0655359998345375,0.0078414592219891,0,2,418816,all_reduce,2,8,NODE,0-2
0.061439998447895,0.0808959975838661,0.0677887991070747,0.0665600001811981,0.0069571734108974,0,2,422912,all_reduce,2,8,NODE,0-2
0.0624639987945556,0.0829439982771873,0.0692223995923995,0.0675840005278587,0.0072001105301873,0,2,427008,all_reduce,2,8,NODE,0-2
0.0624639987945556,0.0829439982771873,0.0690175995230674,0.0665600001811981,0.0071709246511575,0,2,431104,all_reduce,2,8,NODE,0-2
0.0634879991412162,0.0839679986238479,0.0690175995230674,0.0665600001811981,0.0075692923630021,0,2,435200,all_reduce,2,8,NODE,0-2
0.0624639987945556,0.0829439982771873,0.0692223995923995,0.0655359998345375,0.0073727997226848,0,2,439296,all_reduce,2,8,NODE,0-2
0.0624639987945556,0.0829439982771873,0.0679935991764068,0.0645119994878768,0.0077065777292209,0,2,443392,all_reduce,2,8,NODE,0-2
0.0645119994878768,0.0839679986238479,0.0692223995923995,0.0655359998345375,0.0074011893221999,0,2,447488,all_reduce,2,8,NODE,0-2
0.0624639987945556,0.0839679986238479,0.0690175995230674,0.0655359998345375,0.0076519591562262,0,2,451584,all_reduce,2,8,NODE,0-2
0.0645119994878768,0.0839679986238479,0.0694271996617317,0.0665600001811981,0.007367108467548,0,2,455680,all_reduce,2,8,NODE,0-2
0.0624639987945556,0.0860159993171691,0.070041599869728,0.0675840005278587,0.0082582916882632,0,2,459776,all_reduce,2,8,NODE,0-2
0.0645119994878768,0.0849919989705085,0.0724991992115974,0.0665600001811981,0.0086502237986628,0,2,463872,all_reduce,2,8,NODE,0-2
0.061439998447895,0.0860159993171691,0.0704512000083923,0.0675840005278587,0.0084540488621855,0,2,467968,all_reduce,2,8,NODE,0-2
0.0624639987945556,0.0849919989705085,0.070041599869728,0.0675840005278587,0.0078414599225173,0,2,472064,all_reduce,2,8,NODE,0-2
0.061439998447895,0.0860159993171691,0.0694271996617317,0.0665600001811981,0.0085526990972674,0,2,476160,all_reduce,2,8,NODE,0-2
0.0604160018265247,0.0839679986238479,0.0696320004761219,0.0686080008745193,0.0077716125763081,0,2,480256,all_reduce,2,8,NODE,0-2
0.0634879991412162,0.0860159993171691,0.073318400979042,0.0727040022611618,0.0074011897345335,0,2,484352,all_reduce,2,8,NODE,0-2
0.0634879991412162,0.0860159993171691,0.070041599869728,0.0655359998345375,0.0083592526187677,0,2,488448,all_reduce,2,8,NODE,0-2
0.0624639987945556,0.0860159993171691,0.0694271996617317,0.0655359998345375,0.0084540486816945,0,2,492544,all_reduce,2,8,NODE,0-2
0.0624639987945556,0.0860159993171691,0.0684031993150711,0.0645119994878768,0.0089364170527337,0,2,496640,all_reduce,2,8,NODE,0-2
0.0634879991412162,0.0880640000104904,0.0698367998003959,0.0655359998345375,0.0091680889365875,0,2,500736,all_reduce,2,8,NODE,0-2
0.0706560015678405,0.0983040034770965,0.078438401222229,0.0737280026078224,0.0102318053807458,0,2,504832,all_reduce,2,8,NODE,0-2
0.0624639987945556,0.089088000357151,0.0708608001470565,0.0675840005278587,0.0093492941028216,0,2,508928,all_reduce,2,8,NODE,0-2
0.061439998447895,0.0870399996638298,0.0706560000777244,0.0675840005278587,0.0094519144547837,0,2,513024,all_reduce,2,8,NODE,0-2
0.0624639987945556,0.0880640000104904,0.070041599869728,0.0675840005278587,0.0093088305173225,0,2,517120,all_reduce,2,8,NODE,0-2
0.0634879991412162,0.0870399996638298,0.0696319997310638,0.0665600001811981,0.0087849413187136,0,2,521216,all_reduce,2,8,NODE,0-2
0.0983040034770965,0.1095679998397827,0.1030143991112709,0.1023999974131584,0.0036977596270999,0,2,524288,all_reduce,2,8,NODE,0-2
0.0983040034770965,0.1228799968957901,0.1054719984531402,0.1023999974131584,0.0088799152781364,0,2,540672,all_reduce,2,8,NODE,0-2
0.1003519967198371,0.1116160005331039,0.1044479981064796,0.103423997759819,0.0038314584611417,0,2,557056,all_reduce,2,8,NODE,0-2
0.1013759970664978,0.1105920001864433,0.1052671983838081,0.1044479981064796,0.0031328386497289,0,2,573440,all_reduce,2,8,NODE,0-2
0.1044479981064796,0.1177600026130676,0.1097727999091148,0.1054719984531402,0.0061234878254314,0,2,589824,all_reduce,2,8,NODE,0-2
0.0716800019145011,0.1208320036530494,0.0847872018814086,0.074752002954483,0.0185386431557019,0,2,606208,all_reduce,2,8,NODE,0-2
0.0706560015678405,0.0993279963731765,0.0788479998707771,0.0727040022611618,0.0107398004159127,0,2,622592,all_reduce,2,8,NODE,0-2
0.0716800019145011,0.0993279963731765,0.0794624000787735,0.074752002954483,0.0102318024876049,0,2,638976,all_reduce,2,8,NODE,0-2
0.0727040022611618,0.1013759970664978,0.0800768002867698,0.0737280026078224,0.0109792646490711,0,2,655360,all_reduce,2,8,NODE,0-2
0.0696320012211799,0.0962560027837753,0.0753664016723632,0.0706560015678405,0.0104548349575911,0,2,671744,all_reduce,2,8,NODE,0-2
0.0706560015678405,0.0983040034770965,0.0770048022270202,0.0716800019145011,0.0106692747718294,0,2,688128,all_reduce,2,8,NODE,0-2
0.0716800019145011,0.0972800031304359,0.0776192024350166,0.0727040022611618,0.0098517105966544,0,2,704512,all_reduce,2,8,NODE,0-2
0.0727040022611618,0.0993279963731765,0.078438401222229,0.0737280026078224,0.0104548319802192,0,2,720896,all_reduce,2,8,NODE,0-2
0.0737280026078224,0.1013759970664978,0.0794624015688896,0.0737280026078224,0.0109639729758282,0,2,737280,all_reduce,2,8,NODE,0-2
0.0737280026078224,0.1023999974131584,0.0798720017075538,0.074752002954483,0.0112733031082254,0,2,753664,all_reduce,2,8,NODE,0-2
0.0757760033011436,0.1013759970664978,0.0813056021928787,0.0768000036478042,0.01004564099188,0,2,770048,all_reduce,2,8,NODE,0-2
0.0768000036478042,0.103423997759819,0.0823296010494232,0.0768000036478042,0.0105546519299109,0,2,786432,all_reduce,2,8,NODE,0-2
0.0768000036478042,0.1013759970664978,0.0821247994899749,0.0778239965438842,0.0096364860983049,0,2,802816,all_reduce,2,8,NODE,0-2
0.0778239965438842,0.103423997759819,0.0833535969257354,0.0788479968905448,0.010045643969014,0,2,819200,all_reduce,2,8,NODE,0-2
0.0757760033011436,0.1023999974131584,0.0817152008414268,0.0768000036478042,0.0103702418332104,0,2,835584,all_reduce,2,8,NODE,0-2
0.0778239965438842,0.1044479981064796,0.0835583969950675,0.0788479968905448,0.0104548349575911,0,2,851968,all_reduce,2,8,NODE,0-2
0.0778239965438842,0.103423997759819,0.0837631970643997,0.0788479968905448,0.0098517105966544,0,2,868352,all_reduce,2,8,NODE,0-2
0.0778239965438842,0.1044479981064796,0.084377597272396,0.0798719972372055,0.0100873100537336,0,2,884736,all_reduce,2,8,NODE,0-2
0.0798719972372055,0.1054719984531402,0.0854015976190567,0.0808959975838661,0.010045643969014,0,2,901120,all_reduce,2,8,NODE,0-2
0.0798719972372055,0.1075199991464614,0.0864255979657173,0.0808959975838661,0.0105943186740822,0,2,917504,all_reduce,2,8,NODE,0-2
0.0819199979305267,0.1064959987998008,0.0874495983123779,0.0829439982771873,0.0095314547362047,0,2,933888,all_reduce,2,8,NODE,0-2
0.0819199979305267,0.1085439994931221,0.08765439838171,0.0829439982771873,0.0104548349575911,0,2,950272,all_reduce,2,8,NODE,0-2
0.0819199979305267,0.1095679998397827,0.0884735986590385,0.0839679986238479,0.0105745050704051,0,2,966656,all_reduce,2,8,NODE,0-2
0.0839679986238479,0.1095679998397827,0.0897023990750312,0.0849919989705085,0.0099407147601476,0,2,983040,all_reduce,2,8,NODE,0-2
0.0849919989705085,0.279552012681961,0.1243136018514633,0.0860159993171691,0.0776205563277962,0,2,999424,all_reduce,2,8,NODE,0-2
0.0849919989705085,0.1105920001864433,0.0907263994216918,0.0860159993171691,0.0099407147601476,0,2,1015808,all_reduce,2,8,NODE,0-2
0.0860159993171691,0.1116160005331039,0.0917503997683525,0.0870399996638298,0.0099617890274087,0,2,1032192,all_reduce,2,8,NODE,0-2
0.0870399996638298,0.1126400008797645,0.0927744001150131,0.0880640000104904,0.0099617890274087,0,2,1048576,all_reduce,2,8,NODE,0-2
0.0870399996638298,0.1146880015730857,0.0937984004616737,0.089088000357151,0.0104948766242599,0,2,1064960,all_reduce,2,8,NODE,0-2
0.0870399996638298,0.1146880015730857,0.0940032005310058,0.0901120007038116,0.0104708700282263,0,2,1081344,all_reduce,2,8,NODE,0-2
0.089088000357151,0.116736002266407,0.096051201224327,0.0911360010504722,0.0103904473634233,0,2,1097728,all_reduce,2,8,NODE,0-2
0.0880640000104904,0.1269759982824325,0.0976896002888679,0.0911360010504722,0.0146914551838071,0,2,1114112,all_reduce,2,8,NODE,0-2
0.0911360010504722,0.1177600026130676,0.0968704015016555,0.0921600013971328,0.0104548349575911,0,2,1130496,all_reduce,2,8,NODE,0-2
0.0911360010504722,0.1208320036530494,0.0980992019176483,0.0931840017437934,0.011391742003563,0,2,1146880,all_reduce,2,8,NODE,0-2
0.0911360010504722,0.1187840029597282,0.0985088020563125,0.0942080020904541,0.0102277051268062,0,2,1163264,all_reduce,2,8,NODE,0-2
0.0931840017437934,0.1208320036530494,0.0997376024723053,0.0952320024371147,0.0106140952912621,0,2,1179648,all_reduce,2,8,NODE,0-2
0.0942080020904541,0.1228799968957901,0.1009664013981819,0.0952320024371147,0.0110021618231446,0,2,1196032,all_reduce,2,8,NODE,0-2
0.0942080020904541,0.1208320036530494,0.100966402888298,0.0962560027837753,0.0100247460156631,0,2,1212416,all_reduce,2,8,NODE,0-2
0.0962560027837753,0.1218559965491294,0.1021952018141746,0.0983040034770965,0.0098729718813777,0,2,1228800,all_reduce,2,8,NODE,0-2
0.0942080020904541,0.1228799968957901,0.1026048004627227,0.0983040034770965,0.0102890326830894,0,2,1245184,all_reduce,2,8,NODE,0-2
0.0983040034770965,0.1280000060796737,0.104652801156044,0.0993279963731765,0.0116825813383316,0,2,1261568,all_reduce,2,8,NODE,0-2
0.0972800031304359,0.1239039972424507,0.1036287993192672,0.0993279963731765,0.01016600340935,0,2,1277952,all_reduce,2,8,NODE,0-2
0.0972800031304359,0.1249279975891113,0.1046527981758117,0.1003519967198371,0.0102277040526331,0,2,1294336,all_reduce,2,8,NODE,0-2
0.0983040034770965,0.1259520053863525,0.1056768000125885,0.1023999974131584,0.0102686343776097,0,2,1310720,all_reduce,2,8,NODE,0-2
0.0993279963731765,0.1280000060796737,0.106700798869133,0.1023999974131584,0.0107476141710293,0,2,1327104,all_reduce,2,8,NODE,0-2
0.1003519967198371,0.1259520053863525,0.1069055989384651,0.1023999974131584,0.009575361482419,0,2,1343488,all_reduce,2,8,NODE,0-2
0.1023999974131584,0.130048006772995,0.1083391994237899,0.103423997759819,0.0108640597602009,0,2,1359872,all_reduce,2,8,NODE,0-2
0.1013759970664978,0.1280000060796737,0.1079295992851257,0.1044479981064796,0.0101288076940274,0,2,1376256,all_reduce,2,8,NODE,0-2
0.1013759970664978,0.130048006772995,0.1085439994931221,0.103423997759819,0.0108370010388316,0,2,1392640,all_reduce,2,8,NODE,0-2
0.1023999974131584,0.1290239989757537,0.1087487980723381,0.1044479981064796,0.010207179898332,0,2,1409024,all_reduce,2,8,NODE,0-2
0.1044479981064796,0.1351680010557174,0.112025599181652,0.1075199991464614,0.0116861696776825,0,2,1425408,all_reduce,2,8,NODE,0-2
0.1044479981064796,0.131071999669075,0.1114111989736557,0.1064959987998008,0.0099153665455286,0,2,1441792,all_reduce,2,8,NODE,0-2
0.1044479981064796,0.1341439932584762,0.1144831985235214,0.1095679998397827,0.0106298875383467,0,2,1458176,all_reduce,2,8,NODE,0-2
0.1044479981064796,0.1361919939517974,0.1132543981075286,0.1085439994931221,0.0116502202819774,0,2,1474560,all_reduce,2,8,NODE,0-2
0.1054719984531402,0.1392640024423599,0.113663999736309,0.1075199991464614,0.0128388544080815,0,2,1490944,all_reduce,2,8,NODE,0-2
0.1064959987998008,0.131071999669075,0.1126399993896484,0.1075199991464614,0.0093178375524112,0,2,1507328,all_reduce,2,8,NODE,0-2
0.1054719984531402,0.1361919939517974,0.1136639982461929,0.1085439994931221,0.0113843729328335,0,2,1523712,all_reduce,2,8,NODE,0-2
0.1064959987998008,0.1361919939517974,0.1148927986621856,0.1105920001864433,0.0109409958530301,0,2,1540096,all_reduce,2,8,NODE,0-2
0.1105920001864433,0.1372160017490387,0.1165312007069587,0.1116160005331039,0.0103702442463081,0,2,1556480,all_reduce,2,8,NODE,0-2
0.1085439994931221,0.1361919939517974,0.1148927986621856,0.1095679998397827,0.0106692717970928,0,2,1572864,all_reduce,2,8,NODE,0-2
0.1085439994931221,0.1392640024423599,0.1167360007762909,0.1116160005331039,0.0113474734123738,0,2,1589248,all_reduce,2,8,NODE,0-2
0.1105920001864433,0.1382399946451187,0.1173503994941711,0.1126400008797645,0.0104948736582478,0,2,1605632,all_reduce,2,8,NODE,0-2
0.1105920001864433,0.1402879953384399,0.1181695997714996,0.1136640012264251,0.0111536096862779,0,2,1622016,all_reduce,2,8,NODE,0-2
0.1105920001864433,0.1423359960317611,0.1191936001181602,0.1146880015730857,0.0117040985748518,0,2,1638400,all_reduce,2,8,NODE,0-2
